Gene,Transcript,Prot_length
SHISA9,NM_001145204,424
TRIM72,NM_001008274,477
ADGRG3,NM_170776,549
KIF1C,NM_006612,1103
SNAI3,NM_178310,292
PSKH1,NM_006742,424
C17orf75,NM_022344,396
NUTF2,NM_005796,127
C17orf97,NM_001013672,423
SLFN5,NM_144975,891
TLCD1,NM_138463,247
BCO1,NM_017429,547
ATP2A3,NM_005173,999
C16orf72,NM_014117,275
LRRC36,NM_018296,754
GPRC5B,NM_016235,403
CALB2,NM_001740,271
YWHAE,NM_006761,255
MYH11,NM_002474,1972
RASD1,NM_016084,281
FLII,NM_002018,1269
GPS2,NM_004489,327
CXCL16,NM_022059,273
CPPED1,NM_018340,314
MYH13,NM_003802,1938
SBK1,NM_001024401,424
COX10,NM_001303,443
CAMTA2,NM_015099,1202
CRYM,NM_001888,314
CPNE2,NM_152727,548
DUS2,NM_017803,493
SARM1,NM_015077,724
SETD1A,NM_014712,1707
AQP8,NM_001169,261
SERPINF1,NM_002615,418
TERF2IP,NM_018975,399
HSD17B2,NM_002153,387
TAT,NM_000353,454
ATAD5,NM_024857,1844
ACSM5,NM_017888,579
COPRS,NM_018405,184
ZNF174,NM_003450,407
ZSWIM7,NM_001042697,140
P2RX1,NM_002558,399
MPDU1,NM_004870,247
PER1,NM_002616,1290
ARHGAP44,NM_014859,818
CSNK2A2,NM_001896,350
ZFHX3,NM_006885,3703
KIFC3,NM_001130100,826
C16orf74,NM_206967,76
C1QBP,NM_001212,282
PSMB10,NM_002801,273
SUPT6H,NM_003170,1726
GAS8,NM_001481,478
SDR42E1,NM_145168,393
GABARAPL2,NM_007285,117
TMEM186,NM_015421,213
THUMPD1,NM_017736,353
SENP3,NM_015670,574
LLGL1,NM_004140,1064
MT1F,NM_005949,61
MAP2K4,NM_003010,399
VASN,NM_138440,673
LCMT1,NM_016309,334
MED31,NM_016060,131
RAP1GAP2,NM_015085,730
TOX3,NM_001080430,576
CDIPT,NM_006319,213
CFDP1,NM_006324,299
FBXO31,NM_024735,539
SF3B3,NM_012426,1217
VTN,NM_000638,478
FGF11,NM_004112,225
MAZ,NM_002383,477
XAF1,NM_017523,301
CPNE7,NM_153636,558
UTP4,NM_032830,686
DNAH9,NM_001372,4486
SRCAP,NM_006662,3230
PLA2G15,NM_012320,412
DRG2,NM_001388,364
CLDN7,NM_001307,211
VAT1L,NM_020927,419
EMP2,NM_001424,167
SSH2,NM_001282129,1450
LPCAT2,NM_017839,544
CDH5,NM_001795,784
MT1M,NM_176870,61
SLX4,NM_032444,1834
PRRT2,NM_145239,340
NAGPA,NM_016256,515
GPT2,NM_133443,523
PHF23,NM_024297,403
GDE1,NM_016641,331
PRM1,NM_002761,51
C16orf87,NM_001001436,154
RSL1D1,NM_015659,490
ARL2BP,NM_012106,163
GLTPD2,NM_001014985,291
PSMB6,NM_002798,239
DNAJA2,NM_005880,412
MVP,NM_005115,893
COPS3,NM_003653,423
UTP6,NM_018428,597
PLK1,NM_005030,603
PIPOX,NM_016518,390
SYT17,NM_016524,474
SPATA2L,NM_152339,424
RILP,NM_031430,401
WDR59,NM_030581,974
NUDT7,NM_001105663,238
ZFPM1,NM_153813,1006
CD68,NM_001251,354
KCNJ12,NM_021012,433
POLR2C,NM_032940,275
AMFR,NM_001144,643
SLC38A7,NM_018231,462
ZFP1,NM_153688,407
ANKRD11,NM_013275,2663
CCDC42,NM_144681,316
CD2BP2,NM_006110,341
FAM92B,NM_198491,304
SHCBP1,NM_024745,672
KIAA0753,NM_014804,967
ELAC2,NM_018127,826
SNX29,NM_032167,813
NUP88,NM_002532,741
TMEM97,NM_014573,176
TMEM199,NM_152464,208
DHODH,NM_001361,395
B3GNT9,NM_033309,402
TNP2,NM_005425,138
PLLP,NM_015993,182
CDH8,NM_001796,799
CTDNEP1,NM_001143775,244
AHSP,NM_016633,102
CX3CL1,NM_002996,397
SEC14L5,NM_014692,696
SMTNL2,NM_001114974,461
NLE1,NM_018096,485
PPP4C,NM_002720,307
NTAN1,NM_173474,310
CDH3,NM_001793,829
MIEF2,NM_139162,454
ALDH3A1,NM_000691,453
PPL,NM_002705,1756
CCDC102A,NM_033212,550
ASGR1,NM_001671,291
COG7,NM_153603,770
RABEP2,NM_024816,569
ULK2,NM_014683,1036
SHMT1,NM_004169,483
N4BP1,NM_153029,896
TUBB3,NM_006086,450
TMEM219,NM_001083613,240
KAT8,NM_032188,458
NXN,NM_022463,435
CYBA,NM_000101,195
KIAA0895L,NM_001040715,471
ZNF629,NM_001080417,869
DHX33,NM_020162,707
TTC19,NM_017775,380
ERN2,NM_033266,926
ITGAE,NM_002208,1179
METTL9,NM_016025,318
COG4,NM_015386,789
MED9,NM_018019,146
SLC7A5,NM_003486,507
SLC47A1,NM_018242,570
TM4SF5,NM_003963,197
TNFRSF17,NM_001192,184
CDK5R1,NM_003885,307
CCL13,NM_005408,98
CCL8,NM_005623,99
FBXL8,NM_018378,374
ANKRD13B,NM_152345,626
EXOSC6,NM_058219,272
ZMYND15,NM_001136046,742
PELP1,NM_014389,1130
PELP1,NM_001278241,906
NFAT5,NM_138713,1549
ITGAM,NM_000632,1152
KSR1,NM_014238,762
FBRS,NM_001105079,980
NPIPB11,NM_001310137,1122
COG4,NM_001195139,764
CBFB,NM_022845,187
CBFB,NM_001755,182
ALDH3A2,NM_000382,485
ADGRG1,NM_201525,687
ZNF286A,NM_001288649,409
ZNF286A,NM_020652,521
ZNF286A,NM_001288644,409
ZNF286A,NM_001288648,409
PLSCR3,NM_001201576,295
ZNF286A,NM_001288647,409
ZNF286A,NM_001288645,409
ZNF286A,NM_001288646,409
ZNF286A,NM_001288643,511
ZNF286A,NM_001288642,564
SLC38A7,NM_001308384,354
DOK4,NM_001330556,365
LYRM1,NM_020424,122
DOK4,NM_018110,326
LYRM1,NM_001302835,122
LYRM1,NM_001128301,122
LYRM1,NM_001302836,122
TMEM219,NM_194280,240
DPEP3,NM_001129758,487
RNF167,NM_001320357,350
RNF167,NM_001320360,350
RNF167,NM_001320364,315
RNF167,NM_001320363,315
RNF167,NM_001320361,350
RNF167,NM_001320356,350
RNF167,NM_001320358,350
RNF167,NM_001320359,350
RNF167,NM_001320362,315
RNF167,NM_015528,350
RNF167,NM_001320365,315
ADGRG1,NM_005682,693
NOD2,NM_022162,1040
NOD2,NM_001293557,1013
ADGRG1,NM_201524,687
ADGRG1,NM_001290142,523
ADGRG1,NM_001290144,512
ADGRG1,NM_001290143,518
ADGRG1,NM_001145772,687
ADGRG1,NM_001145770,687
ADGRG1,NM_001145771,693
ADGRG1,NM_001145774,687
ADGRG1,NM_001145773,692
COQ7,NM_001190983,179
CLEC18A,NM_001271197,446
ABCC11,NM_033151,1382
ABCC11,NM_145186,1344
CLEC18A,NM_001136214,446
CLEC18A,NM_182619,446
ABCC11,NM_032583,1382
PDZD9,NM_173806,204
GLYR1,NM_001324098,536
GLYR1,NM_001324096,466
GLYR1,NM_001324097,472
MYH11,NM_001040113,1945
LIG3,NM_013975,1009
ITGAL,NM_002209,1170
C16orf70,NM_025187,422
DRC3,NM_031294,523
MYLPF,NM_013292,169
FBXW10,NM_001267585,1052
NPIPA5,NM_001277325,350
ZNF771,NM_001142305,317
MT4,NM_032935,62
MON1B,NM_014940,547
FXR2,NM_004860,673
AIPL1,NM_014336,384
ADPRM,NM_020233,342
CLEC19A,NM_001256720,186
THAP11,NM_020457,314
CAPNS2,NM_032330,248
CCL17,NM_002987,94
C16orf78,NM_144602,265
CNGB1,NM_001297,1251
TMEM265,NM_001256829,108
PDP2,NM_020786,529
PIGL,NM_004278,252
IRX5,NM_005853,483
ITGAD,NM_005353,1161
IST1,NM_001270975,366
MTHFSD,NM_001159377,383
HIRIP3,NM_003609,556
PRSS36,NM_173502,855
ZNF689,NM_138447,500
RPA1,NM_002945,616
ZNRF1,NM_032268,227
ZG16,NM_152338,167
ODF4,NM_153007,257
HSBP1,NM_001537,76
EEF2KMT,NM_201400,330
VPS35,NM_018206,796
PITPNA,NM_006224,270
SDF2,NM_006923,211
B9D1,NM_015681,204
CLEC3A,NM_005752,197
CES5A,NM_001143685,575
C17orf100,NM_001105520,118
HP,NM_005143,406
UQCRC2,NM_003366,453
RPH3AL,NM_006987,315
XYLT1,NM_022166,959
SMYD4,NM_052928,804
SOX15,NM_006942,233
OR2C1,NM_012368,312
CDRT15L2,NM_001190790,281
BORCS6,NM_017622,357
MFSD6L,NM_152599,586
SHISA6,NM_207386,551
SEZ6,NM_178860,994
C16orf90,NM_001080524,182
MAP2K3,NM_145109,347
IL17C,NM_013278,197
ANKS3,NM_133450,656
SMIM22,NM_001253794,88
ZNF785,NM_152458,405
GID4,NM_024052,300
CAMKK1,NM_032294,505
CNTROB,NM_053051,903
PDILT,NM_174924,584
LRRC75A,NM_001113567,344
SLC16A13,NM_201566,426
RNF166,NM_178841,237
ZNF500,NM_021646,480
LGALS9C,NM_001040078,356
CCDC113,NM_014157,377
ITFG1,NM_030790,612
VPS35L,NM_020314,963
TMEM107,NM_183065,140
CBFA2T3,NM_005187,653
CCL11,NM_002986,97
DRC7,NM_001289162,874
DCTPP1,NM_024096,170
TMEM88,NM_203411,159
LCAT,NM_000229,440
CDRT4,NM_001204477,152
UBB,NM_018955,229
CDH15,NM_004933,814
OR1E1,NM_003553,314
APRT,NM_000485,180
RBFOX1,NM_018723,397
TMEM102,NM_178518,508
SYCE1L,NM_001129979,242
CCL7,NM_006273,99
YPEL3,NM_031477,157
TRAPPC1,NM_021210,145
SLC2A4,NM_001042,509
RCVRN,NM_002903,200
ZNF19,NM_006961,458
TEKT5,NM_144674,485
PRM3,NM_021247,103
DUXB,NM_001351307,345
UBN1,NM_001079514,1134
TMIGD1,NM_206832,262
ELMO3,NM_024712,720
OGFOD1,NM_018233,542
TXNDC17,NM_032731,123
RASL10B,NM_033315,203
PMFBP1,NM_031293,1007
ACSM2B,NM_001105069,577
LONP2,NM_031490,852
CTRB1,NM_001906,263
PDXDC1,NM_015027,788
NETO2,NM_018092,525
TK2,NM_004614,265
MTRNR2L4,NM_001190476,28
B9D1,NM_001321217,186
ARRB2,NM_001257329,330
IST1,NM_001270978,218
CDH13,NM_001220489,674
CLUAP1,NM_001330454,432
SPNS1,NM_001142449,454
DCTN5,NM_001199011,84
VMO1,NM_001144939,114
JPH3,NM_001271604,186
RABEP1,NM_001291582,190
CMTM2,NM_001199317,195
CDIPT,NM_001286585,168
SYCE1L,NM_001348924,201
CDH3,NM_001317195,784
COX4I1,NM_001318788,140
WFDC1,NM_001282467,219
SIAH1,NM_001006610,313
RPGRIP1L,NM_001328423,78
HSD3B7,NM_001142778,196
RAP1GAP2,NM_001330058,711
ZFP90,NM_133458,636
LGALS9,NM_002308,323
TK2,NM_001271934,216
NAA60,NM_001083600,242
C16orf87,NM_001348660,93
OGFOD1,NM_001324363,504
VPS35L,NM_001300743,870
KIAA0100,NM_001321560,2234
NUTF2,NM_001322038,127
ADAMTS18,NM_001326358,1049
SLC7A6,NM_001076785,515
RAB34,NM_001256281,198
ANKRD11,NM_001256183,2663
LGALS9,NM_001330163,246
PMP22,NM_153322,160
CDIP1,NM_001199055,169
NAA60,NM_001317096,190
TXNL4B,NM_001142318,149
IL4R,NM_001257997,665
TRADD,NM_001323552,312
CES5A,NM_145024,525
EIF4A1,NM_001204510,347
CYB5D1,NM_001330110,157
PMP22,NM_001330143,118
AURKB,NM_001313953,312
CDIP1,NM_001199056,129
AURKB,NM_001256834,303
RAB11FIP4,NM_001346749,377
TK2,NM_001272050,168
NETO2,NM_001201477,518
CDK10,NM_001098533,283
TMEM208,NM_001318217,103
ARRB2,NM_001257328,430
RABEP1,NM_001083585,829
OGFOD1,NM_001324360,445
MAP2K4,NM_001281435,410
RIPOR1,NM_001193522,1223
SLC9A5,NM_001323971,675
CDH1,NM_001317184,821
INPP5K,NM_001135642,372
COPRS,NM_001330176,172
OGFOD1,NM_001324357,541
ZFP1,NM_001318476,76
HP,NM_001318138,347
ARHGAP44,NM_001321167,774
CHMP1A,NM_001083314,240
RANBP10,NM_001320240,391
FHOD1,NM_001318202,1190
MTHFSD,NM_022764,382
NUTF2,NM_001322039,127
RPGRIP1L,NM_001328422,125
CBFA2T3,NM_175931,567
SSH2,NM_001282130,195
CTU2,NM_001012762,485
PPP4C,NM_001303503,307
FANCA,NM_001286167,1424
TXNL4B,NM_001324354,117
SLC12A4,NM_001145964,1054
DUS2,NM_001271763,458
PDP2,NM_001329930,529
COX4I1,NM_001318802,118
CDH1,NM_001317186,227
RAB34,NM_001256277,259
P2RX5,NM_001204519,421
CAMTA2,NM_001171167,1241
C16orf70,NM_001320540,422
CDH13,NM_001220491,190
RBL2,NM_001323609,1115
GPT2,NM_001142466,423
CPNE7,NM_014427,633
AURKB,NM_001313954,192
KIAA0100,NM_001321561,412
BEAN1,NM_001197225,208
CDH16,NM_001204745,790
DUS2,NM_001271762,493
NAA60,NM_024845,242
GSG1L,NM_001323900,349
PDXDC1,NM_001285450,429
PDXDC1,NM_001285445,760
AIPL1,NM_001285401,360
POLR3E,NM_001258034,672
SGSM2,NM_001098509,1006
KIFC3,NM_001318710,848
INO80E,NM_001304562,205
IL4R,NM_001257407,810
PLEKHG4,NM_001129731,1110
RAB34,NM_001144942,251
NLRP1,NM_033007,1399
ACSM2A,NM_001308169,498
MYLPF,NM_001324458,169
TVP23A,NM_001318873,149
CAMTA2,NM_001171166,1197
FLII,NM_001256265,1214
ATP2A3,NM_174955,1043
KNOP1,NM_001348534,435
SMIM22,NM_001253793,83
FANCA,NM_001018112,297
MYO1C,NM_033375,1028
CORO7,NM_001351729,705
ITGAL,NM_001114380,1086
APRT,NM_001030018,134
IL21R,NM_021798,538
RANGRF,NM_001330127,118
SLC46A1,NM_001242366,431
WWOX,NM_001291997,301
ARRB2,NM_199004,394
GSE1,NM_001134473,1113
NAA60,NM_001317095,177
ZSCAN32,NM_001324346,624
VMO1,NM_001144940,102
ERI2,NM_080663,328
TMIGD1,NM_001319942,218
AIPL1,NM_001285400,362
JPH3,NM_001271605,150
SLC9A5,NM_001323975,601
ADGRG5,NM_153837,528
FOPNL,NM_001304497,100
COX4I1,NM_001318786,169
CTRB1,NM_001329190,233
KIFC3,NM_001318715,687
ANKS3,NM_001324130,366
DHX33,NM_001199699,534
RPGRIP1L,NM_001330538,1281
BCAR1,NM_001170715,888
WWOX,NM_130791,189
ZFHX3,NM_001164766,2789
CNTNAP4,NM_138994,1235
TVP23B,NM_001316924,154
RANGRF,NM_001177802,165
CNTNAP4,NM_001322180,1179
TMC5,NM_024780,760
YPEL3,NM_001145524,119
PDP2,NM_001329928,529
CD68,NM_001040059,327
NQO1,NM_001025433,240
NQO1,NM_001286137,202
PITPNM3,NM_001165966,938
AURKB,NM_001313952,304
RPH3AL,NM_001190413,286
GALNS,NM_001323544,528
MAPK7,NM_139034,816
RANBP10,NM_001320238,533
ATMIN,NM_001300728,667
PHKB,NM_001031835,1086
PDP2,NM_001329933,529
TAOK2,NM_001252043,1122
ALDH3A1,NM_001330150,380
HSD3B7,NM_001142777,196
POLR3E,NM_001258036,666
NFAT5,NM_138714,1455
ATP2A3,NM_174953,1052
INPP5K,NM_130766,372
RNF135,NM_001184992,286
PLEKHG4,NM_001129727,1191
RPL26,NM_001315530,145
SLC12A4,NM_001145961,1079
CORO7,NM_001201472,907
DERL2,NM_001304777,238
PEMT,NM_001267551,214
NLRP1,NM_033006,1443
ABAT,NM_001127448,500
AHSP,NM_001318221,102
CNGB1,NM_001135639,299
AURKB,NM_001284526,345
MTHFSD,NM_001159379,382
SMTNL2,NM_198501,317
ITGAM,NM_001145808,1153
ZSCAN32,NM_001324340,485
NFAT5,NM_006599,1531
KNOP1,NM_001348529,458
RABEP1,NM_001291581,819
NLRP1,NM_001033053,1375
CNOT1,NM_206999,1551
CHD3,NM_001005271,2059
KIFC3,NM_001318711,768
MLKL,NM_001142497,263
SPNS3,NM_001320449,385
ZFP1,NM_001318471,374
SHBG,NM_001146280,293
ZNF174,NM_001347869,249
PPP4C,NM_001303507,228
MYO1D,NM_001303279,961
C16orf70,NM_001320542,422
PEMT,NM_001267552,232
AIPL1,NM_001285402,345
SSH2,NM_001282131,202
NEURL4,NM_001005408,1560
KNOP1,NM_001348537,435
BEAN1,NM_001136106,150
C16orf70,NM_001320543,394
PARN,NM_001242992,593
ZFP1,NM_001318473,352
ACSM5,NM_001324372,582
HYDIN,NM_017558,1017
ZFP1,NM_001318474,352
WSB1,NM_001348350,383
BCAR1,NM_001170716,888
ZFP90,NM_001305206,93
CHD3,NM_005852,1966
RBBP6,NM_018703,1758
ALOX15B,NM_001039131,602
NAA60,NM_001317097,179
FBXW10,NM_001267586,999
MAF,NM_001031804,373
ERAL1,NM_001317985,436
GFOD2,NM_001243650,112
PDP2,NM_001329934,529
CDH13,NM_001220488,760
VMO1,NM_001144941,70
TUBB3,NM_001197181,378
TMEM107,NM_001351279,133
MT1E,NM_175617,61
ADGRG5,NM_001318481,451
DRC7,NM_032269,874
KNOP1,NM_001348535,435
BCKDK,NM_001271926,335
XAF1,NM_199139,282
POLR3E,NM_001258033,687
BCKDK,NM_001122957,365
ARHGAP17,NM_018054,803
RAB11FIP4,NM_001346748,496
RIPOR1,NM_001193523,1239
BCAR1,NM_001170718,870
COX4I1,NM_001318794,139
DERL2,NM_001304779,74
MYO1D,NM_001303280,436
SHISA6,NM_001173462,532
ZSCAN32,NM_001324341,485
SLFN5,NM_001330183,389
ACSM5,NM_001324371,579
RPH3AL,NM_001190412,286
ZNF174,NM_001347868,407
BCAR1,NM_001170720,722
SYT17,NM_001308157,470
ZFP90,NM_001305207,92
ZNF174,NM_001347870,249
ZSCAN32,NM_001324344,485
NFAT5,NM_173215,1455
PARN,NM_001134477,578
BFAR,NM_001330500,325
GDE1,NM_001324067,300
SPNS1,NM_001142451,476
CARMIL2,NM_001317026,1372
KLHDC4,NM_001184854,463
FLCN,NM_144606,342
AURKB,NM_001313955,176
IST1,NM_001270977,335
B9D1,NM_001321218,166
KNOP1,NM_001348536,435
AP2B1,NM_001282,937
ARHGAP44,NM_001321168,568
MARF1,NM_001184999,1739
FOPNL,NM_001304500,108
SLC25A35,NM_201520,295
TNRC6A,NM_001330520,1913
RANGRF,NM_001177801,146
CORO7,NM_001201473,840
EMC8,NM_001142288,126
PDP2,NM_001329932,529
INO80E,NM_001304563,193
ANKS3,NM_001308089,527
PSMD11,NM_001270482,422
FLOT2,NM_001330170,428
NUTF2,NM_001322040,127
ODF4,NM_001319953,142
NUP93,NM_001242795,696
ADGRG3,NM_001308360,429
PMP22,NM_001281456,160
TP53I13,NM_001346081,277
MRM3,NM_001317947,224
CAMKK1,NM_172206,532
TMEM107,NM_001351280,74
KIFC3,NM_005550,833
RBFOX1,NM_145893,395
SUZ12,NM_001321207,716
KNOP1,NM_001348530,458
MAPK7,NM_139032,677
B9D1,NM_001321219,155
SNX20,NM_153337,129
TOP3A,NM_001320759,906
IST1,NM_014761,360
BCAR1,NM_001170714,916
GTF3C1,NM_001286242,2084
PDP2,NM_001329931,529
MARF1,NM_001184998,1742
SEZ6,NM_001098635,993
RNF135,NM_197939,210
RIPOR1,NM_001193524,1233
MINK1,NM_001024937,1312
MINK1,NM_015716,1295
CFAP52,NM_001080556,552
ULK2,NM_001142610,1036
NDE1,NM_001143979,335
PRRT2,NM_001256443,299
AURKB,NM_001313950,344
PRRT2,NM_001256442,394
CPPED1,NM_001099455,172
CDH11,NM_001308392,693
PDP2,NM_001329929,529
ATP2A3,NM_174957,998
NLRP1,NM_014922,1429
DUXB,NM_001351308,258
CDH16,NM_001204746,732
MYO1C,NM_001080950,1044
UBALD1,NM_001330467,152
MAZ,NM_001276276,172
CDH13,NM_001220490,459
SHBG,NM_001146279,384
FOPNL,NM_001304502,128
CNGB1,NM_001286130,1245
TMEM107,NM_001351278,139
LONP2,NM_001300948,808
NFAT5,NM_001113178,1548
C16orf70,NM_001320541,422
CDIPT,NM_001286586,148
USP7,NM_001286457,1086
SPNS1,NM_001142450,455
SHCBP1,NM_001324319,594
LCMT1,NM_001032391,279
PLD2,NM_001243108,922
PMP22,NM_153321,160
ARHGAP44,NM_001321164,768
RHBDL3,NM_001330181,396
PHF12,NM_001290131,849
PRSS36,NM_001258290,850
RBFOX1,NM_145891,418
AMFR,NM_001323512,675
VPS53,NM_018289,670
CNTNAP4,NM_001322191,999
MON1B,NM_001286639,438
RPL26,NM_001315531,145
MAZ,NM_001276275,454
ATP2A3,NM_174958,1029
B9D1,NM_001321214,187
HAS3,NM_138612,281
CNTNAP4,NM_001322187,836
BCAR1,NM_001170717,888
NUTF2,NM_001322041,127
AIPL1,NM_001033054,321
DNAJA3,NM_001135110,453
ALDH3A2,NM_001031806,508
CNTROB,NM_001330124,904
THUMPD1,NM_001304550,353
HERPUD1,NM_001010989,390
ZSCAN32,NM_017810,485
ZNF629,NM_001345970,855
ZSCAN32,NM_001284529,408
MINK1,NM_170663,1303
KNOP1,NM_001348533,435
CDH13,NM_001220492,175
P2RX5,NM_001204520,398
AMFR,NM_001323511,548
SPACA3,NM_001317226,112
PHF23,NM_001284517,336
CDK10,NM_052987,272
ACSM5,NM_001324373,208
NFATC3,NM_004555,1068
TRAP1,NM_001272049,651
USP7,NM_001286458,1003
LRRC75A,NM_207387,212
NRN1L,NM_001348682,89
TMEM107,NM_032354,146
CNTROB,NM_001037144,925
MPV17L,NM_173803,147
CRK,NM_005206,204
MED11,NM_001305000,85
KNOP1,NM_001348528,458
GRIN2A,NM_000833,1464
HEATR3,NM_001329729,563
RBFOX1,NM_145892,392
VAC14,NM_001351157,548
GSPT1,NM_001130007,499
MAP2K3,NM_001316332,318
PRSS36,NM_001258291,752
WSB1,NM_134265,275
DRC7,NM_001289163,809
P2RX5,NM_175080,397
SGSM2,NM_001346700,987
BCAR1,NM_001170719,868
NFATC3,NM_173163,1065
PHF12,NM_020889,704
ERAL1,NM_001317986,354
ZFP1,NM_001318472,374
ANKFY1,NM_016376,1170
CDH11,NM_001330576,670
GOT2,NM_001286220,387
NFAT5,NM_173214,1455
RPS15A,NM_001030009,130
CDH3,NM_001317196,774
FOPNL,NM_001304498,104
RSPRY1,NM_001305164,576
PDXDC1,NM_001285444,761
CX3CL1,NM_001304392,312
CNTNAP4,NM_001322189,1220
RBL2,NM_001323608,1139
ZSCAN32,NM_001324343,564
KNOP1,NM_001348527,518
NAA60,NM_001317094,134
CDH16,NM_001204744,807
NAA60,NM_001317098,179
LONP2,NM_001348078,906
ARHGAP44,NM_001321166,812
RAB34,NM_001256276,237
CDH1,NM_001317185,366
ZNF267,NM_001265588,711
RAP1GAP2,NM_001100398,715
MINK1,NM_001321236,1240
CTDNEP1,NM_015343,244
HEATR3,NM_001329730,563
TXNL4B,NM_001324355,95
IL4R,NM_001257406,825
CNOT1,NM_001265612,2371
SLC12A4,NM_001145963,1079
PIMREG,NM_001195228,248
ZNF500,NM_001303450,441
HEATR3,NM_001329731,449
WFDC1,NM_001282466,220
KLHL36,NM_001303451,553
ACSM2B,NM_182617,577
MTHFSD,NM_001159378,383
CTCF,NM_001191022,399
CTU2,NM_001318507,586
TMEM170A,NM_001304997,106
CETP,NM_001286085,433
SHISA9,NM_001145205,221
BEAN1,NM_001197224,84
SCARF1,NM_145350,569
MTHFSD,NM_001159380,363
PPP4C,NM_001303504,273
RASD1,NM_001199989,122
NQO1,NM_001025434,236
SUPT6H,NM_001320755,1726
GSPT1,NM_001130006,636
ZNF276,NM_152287,539
B9D1,NM_001321215,183
SLC9A5,NM_001323973,895
KAT8,NM_182958,467
MAPK3,NM_001040056,357
ZSCAN32,NM_001324345,485
ANKS3,NM_001324129,483
GDE1,NM_001324066,221
DCTN5,NM_001199743,152
TP53I13,NM_001346079,350
RNF166,NM_001171816,128
RNF166,NM_001171815,156
PDXDC1,NM_001324019,787
SLC25A35,NM_001320871,295
ANKRD11,NM_001256182,2663
MIEF2,NM_001144900,205
CDK10,NM_001160367,289
RSPRY1,NM_001305163,576
SNX20,NM_001144972,102
B9D1,NM_001321216,153
RPGRIP1L,NM_001127897,1235
CCT6B,NM_001193530,485
C16orf87,NM_001348661,77
ARRB2,NM_001257331,406
GNAO1,NM_138736,354
MON1B,NM_001286640,401
MAZ,NM_001042539,493
PRPSAP2,NM_001243936,329
FOPNL,NM_001304499,198
RANBP10,NM_001320239,594
SHBG,NM_001289116,286
SMG6,NM_001256827,511
ARRB2,NM_001330064,217
HERPUD1,NM_001272103,275
DRC3,NM_001130092,457
CES3,NM_001185177,568
FGF11,NM_001303460,166
CAMTA2,NM_001171168,1201
KIAA0753,NM_001351225,668
DRC3,NM_001130091,457
SLC9A5,NM_001323972,795
CCDC42,NM_001158261,242
GSE1,NM_001278184,1144
CCT6B,NM_001193529,493
HES7,NM_032580,225
ARRB2,NM_001257330,421
DRG2,NM_001330144,343
TAOK2,NM_004783,1049
TTC19,NM_001271420,273
GALNS,NM_001323543,337
ZFP1,NM_001318469,407
KNOP1,NM_001348532,435
ZSCAN32,NM_001324342,485
AIPL1,NM_001285399,372
ATP2A3,NM_174954,1044
DOC2A,NM_001282068,400
ZFP90,NM_001305208,93
FBXO31,NM_001282683,367
RBFOX1,NM_001142333,370
SLC9A5,NM_001323974,600
CTU2,NM_001318513,428
SPNS1,NM_001142448,528
CDIP1,NM_001199054,208
COX4I1,NM_001318797,131
IL21R,NM_181079,560
ZSWIM7,NM_001042698,140
FLII,NM_001256264,1258
AIPL1,NM_001285403,262
KIFC3,NM_001318712,724
TMEM170A,NM_001304996,121
GSG1L,NM_001323901,280
AIPL1,NM_001033055,324
PPP4C,NM_001303506,228
KNOP1,NM_001348531,458
SHCBP1,NM_001324318,634
TPPP3,NM_016140,176
ZBTB4,NM_020899,1013
KLHDC4,NM_001184856,489
RBL2,NM_001323610,1090
ACSM2A,NM_001308954,577
DUXB,NM_001351309,198
SREBF1,NM_001321096,1123
PRR14,NM_024031,585
SPECC1,NM_001243439,1068
CHD9,NM_025134,2881
BCL7C,NM_001286526,242
CMTR2,NM_001099642,770
CMTR2,NM_001324377,770
SLC13A5,NM_001284510,525
ADAT1,NM_001324452,415
ACSF3,NM_001127214,576
RAD51D,NM_001142571,348
XPO6,NM_015171,1125
CKLF-CMTM1,NM_001204099,168
REXO5,NM_001199053,774
FAM222B,NM_001077498,562
ADAT1,NM_001324451,271
CKLF-CMTM1,NM_001204098,92
GGT6,NM_001122890,493
ZNF764,NM_033410,408
DPEP1,NM_004413,411
PROCA1,NM_001304954,264
CMTR2,NM_001324378,770
MYO18A,NM_001346765,2058
RFFL,NM_001017368,363
CHTF8,NM_001040146,121
CMTM4,NM_178818,234
SLC5A10,NM_152351,612
OTOA,NM_170664,815
GLG1,NM_001145666,1192
SEPTIN12,NM_001154458,312
C17orf49,NM_174893,172
WWP2,NM_199424,431
ALDOA,NM_184041,364
TSNAXIP1,NM_018430,658
MT3,NM_005954,68
ZNF23,NM_001304493,585
CMTM1,NM_181269,169
SLFN11,NM_001104589,901
CTNS,NM_004937,367
PRMT7,NM_001184824,642
IFT20,NM_001267776,132
TMEM159,NM_001301774,90
UNC45B,NM_001267052,929
GOSR1,NM_004871,250
OTOA,NM_001161683,1060
DEF8,NM_207514,512
CDRT15,NM_001348781,122
ACSM1,NM_052956,577
SLC43A2,NM_001321365,573
ACSF3,NM_174917,576
NOL3,NM_001276319,270
GLG1,NM_001145667,1179
PABPN1L,NM_001294328,255
CLN3,NM_001286110,384
TRAPPC2L,NM_001318525,139
TMEM159,NM_001301769,161
DEF8,NM_001242822,197
TRAPPC2L,NM_001318532,108
TENT4B,NM_001040284,698
SEZ6L2,NM_001114100,809
PEMT,NM_007169,199
SLFN11,NM_152270,901
ZNF23,NM_001304492,643
HSF4,NM_001538,462
