ProteinID,Gene,Length
NP_001238949,TRPM1,1642
NP_001238968,RAB5C,249
NP_001238978,PCMT1,286
NP_001239,ENTPD3,529
NP_001239007,USP15,981
NP_001239029,KIF21B,1637
NP_001239048,PASK,1330
NP_001239203,UGT2A1,693
NP_001239312,CGA,147
NP_001239331,TMEM249,235
NP_001239335,ZBTB7B,573
NP_001239428,RHNO1,238
NP_001239547,LCN1,233
NP_001239586,PP2D1,630
NP_001240,ENTPD5,428
NP_001240628,ERBIN,1419
NP_001240656,RXFP1,784
NP_001240679,CLECL1,191
NP_001240720,SMIM22,88
NP_001240755,GALNT14,557
NP_001240758,PTPDC1,808
NP_001240774,ADM2,148
NP_001240804,UXS1,425
NP_001241647,MYBPC1,1173
NP_001241678,RGS5,185
NP_001241681,UQCRB,140
NP_001242,CD68,354
NP_001242914,COLEC11,285
NP_001242941,MYH10,2007
NP_001242953,ARHGAP22,714
NP_001242959,CD48,252
NP_001243000,RNF213,5207
NP_001243042,TDRP,198
NP_001243055,CERS6,392
NP_001243063,PROZ,422
NP_001243070,FSBP,299
NP_001243084,ARMCX4,2290
NP_001243100,ZNF85,625
NP_001243125,ARAF,609
NP_001243143,ATP1A3,1026
NP_001243165,PGAP2,372
NP_001243208,ZNF26,566
NP_001243211,KRT8,511
NP_001243224,ETS2,609
NP_001243241,STK3,519
NP_001243276,SEMA5B,1205
NP_001243284,UBE2L3,212
NP_001243299,SAMSN1,441
NP_001243314,LRRC39,339
NP_001243333,DENND2C,928
NP_001243339,RAB18,235
NP_001243353,GUCY1A2,763
NP_001243355,PDLIM5,625
NP_001243369,C19orf47,422
NP_001243371,PRRT2,394
NP_001243385,INTS11,606
NP_001243399,PLEKHA5,1282
NP_001243404,THEGL,465
NP_001243415,GOLGB1,3269
NP_001243423,MAN2C1,1057
NP_001243426,CYP3A7-CYP3A51P,535
NP_001243463,SLC25A1,318
NP_001243468,NOP16,232
NP_001243481,NEIL1,476
NP_001243506,RPL10,216
NP_001243508,LOC388813,132
NP_001243525,PPDPFL,84
NP_001243543,HTR3E,482
NP_001243544,LOC149373,123
NP_001243546,TUBGCP2,930
NP_001243548,R3HCC1L,792
NP_001243559,BRSK2,766
NP_001243582,ZNF43,818
NP_001243589,TEAD2,451
NP_001243615,CSNK2A3,391
NP_001243624,PRDM11,1177
NP_001243628,STPG3,386
NP_001243643,DNAAF3,608
NP_001243649,CLEC19A,186
NP_001243661,SSBP2,369
NP_001243666,GDAP1L1,386
NP_001243671,CNOT10,804
NP_001243677,SSUH2,375
NP_001243694,IL15RA,353
NP_001243722,BMPR1B,532
NP_001243725,P2RX4,404
NP_001243727,NOL4L,680
NP_001243750,RIT1,236
NP_001243758,TMEM265,108
NP_001243764,QTRT2,427
NP_001243781,USP17L10,530
NP_001243782,USP17L12,530
NP_001243783,USP17L11,530
NP_001243784,USP17L13,530
NP_001243786,USP17L17,530
NP_001243788,USP17L18,530
NP_001243789,USP17L19,530
NP_001243790,USP17L20,530
NP_001243791,USP17L21,530
NP_001243792,USP17L22,530
NP_001243793,DNAJC6,970
NP_001243796,USP17L30,530
NP_001243798,USP17L7,530
NP_001243800,USP17L3,530
NP_001243801,USP17L8,530
NP_001243802,USP17L1,530
NP_001243803,USP17L4,530
NP_001243823,USP17L15,559
NP_001243861,LOC730183,115
NP_001244,CDC5L,802
NP_001244066,ITCH,903
NP_001244119,POM121,999
NP_001244127,CUL3,774
NP_001244197,RD3L,198
NP_001244220,SLC9A7,726
NP_001244234,KRTAP1-4,121
NP_001244237,MINAR2,190
NP_001244238,KRTAP29-1,341
NP_001244257,ARRB2,430
NP_001244286,RAB44,1021
NP_001244291,LOC100288966,584
NP_001244299,EME2,379
NP_001244893,BOD1L2,172
NP_001244897,ITPRID1,1062
NP_001244904,CIZ1,954
NP_001244918,TYMP,487
NP_001244928,ANKFY1,1211
NP_001244941,FDXR,534
NP_001244950,GRIA1,916
NP_001244957,TKT,631
NP_001244960,SERINC4,518
NP_001245,CDC6,560
NP_001245134,TRPV3,791
NP_001245168,TMEM218,150
NP_001245178,UTY,1444
NP_001245212,OR2V1,315
NP_001245213,OR2L5,312
NP_001245214,OR2AP1,309
NP_001245218,SELENBP1,514
NP_001245238,NOP2,845
NP_001245240,PGBD5,524
NP_001245241,PDE1A,549
NP_001245257,ARHGAP45,1152
NP_001245274,PACRGL,248
NP_001245300,ACTN3,944
NP_001245303,EPS15L1,910
NP_001245319,LAYN,382
NP_001245329,FAM187A,413
NP_001245335,ACOD1,481
NP_001245357,SLC4A9,983
NP_001245367,TARS1,756
NP_001245388,PHKG1,419
NP_001246,CDC20,499
NP_001247417,ZNF155,549
NP_001247420,SLC9A8,597
NP_001247421,RDX,604
NP_001247435,RPS3,259
NP_001248319,CALCOCO2,470
NP_001248340,SFSWAP,1003
NP_001248353,PPP1R1C,116
NP_001248357,LPIN1,975
NP_001248359,PTGES3L,199
NP_001248363,AARSD1,412
NP_001248370,EXTL2,338
NP_001248380,UCK1,282
NP_001248392,NRAP,1731
NP_001248755,AP3D1,1215
NP_001248757,MS4A14,712
NP_001248763,TBRG4,642
NP_001249,CDK3,305
NP_001250,CDK6,326
NP_001251,CDK8,464
NP_001252,CDK9,372
NP_001252506,KIF18B,852
NP_001252516,INSL3,157
NP_001252518,RTN3,1032
NP_001252521,PLEKHG5,1085
NP_001252526,ZNF211,629
NP_001252544,FAM153B,310
NP_001253,CDKN2C,168
NP_001253973,COL4A2-AS2,316
NP_001253975,FRMD6,622
NP_001253986,CASP7,388
NP_001253991,PLEKHB2,236
NP_001254,CDS1,461
NP_001254465,GOLGA6L4,574
NP_001254479,TTN,35991
NP_001254490,TJP3,928
NP_001254500,TBC1D2,928
NP_001254507,TOR1AIP1,584
NP_001254514,FBXW10,1052
NP_001254523,SENP1,644
NP_001254538,GPR161,549
NP_001254548,ARPP21,813
NP_001254645,ZNF728,622
NP_001254652,CCDC61,512
NP_001254703,IFT20,158
NP_001254711,AMBRA1,1301
NP_001254747,OSTC,171
NP_001254751,ZMYND15,750
NP_001254797,HSD11B1L,333
NP_001255,CDSN,529
NP_001255972,CTCFL,700
NP_001256,CDX2,313
NP_001256971,DYDC2,191
NP_001257293,ALDH1L1,912
NP_001257296,TMEM254,147
NP_001257308,ANKRD46,232
NP_001257313,MIGA1,633
NP_001257323,PKIB,85
NP_001257325,GLIPR1L2,344
NP_001257327,PTK7,1078
NP_001257330,RXRB,537
NP_001257337,JAM2,312
NP_001257353,DHRS12,317
NP_001257368,ARPC5,154
NP_001257376,ACADVL,678
NP_001257429,CA6,313
NP_001257514,IQCA1,830
NP_001257530,ASCL5,206
NP_001257620,SMOX,585
NP_001257636,NRM,268
NP_001257655,BCL2L13,509
NP_001257700,SORBS2,1200
NP_001257766,CRIP2,282
NP_001257823,TRAPPC3,188
NP_001257870,JAKMIP2,820
NP_001257882,SLC25A10,406
NP_001257903,HYDIN,5121
NP_001257905,IST1,379
NP_001257918,EPGN,154
NP_001257972,NFIX,510
NP_001257978,CFAP221,840
NP_001258,CHAD,359
NP_001258016,VPS72,375
NP_001258074,ST3GAL6,384
NP_001258137,NEB,8560
NP_001258152,OBSCN,8923
NP_001258370,CFAP410,375
NP_001258387,COLCA2,251
NP_001258395,ARMC9,818
NP_001258436,CCDC177,707
NP_001258489,LOC389895,273
NP_001258521,SMIM10L1,68
NP_001258522,PPME1,400
NP_001258563,CNOT9,331
NP_001258568,ZNF138,319
NP_001258570,MTCH1,389
NP_001258604,LOC441155,805
NP_001258611,FTHL18,221
NP_001258614,SLC35A3,367
NP_001258629,ANKRD61,418
NP_001258631,ANXA8,365
NP_001258647,SPINK2,134
NP_001258662,MST1L,689
NP_001258665,COPZ1,185
NP_001258681,MAGEB5,275
NP_001258708,PSMD6,442
NP_001258732,REEP2,254
NP_001258752,SERPINB6,395
NP_001258758,C9orf92,108
NP_001258766,RCN2,335
NP_001258769,IKZF5,419
NP_001258777,ZNF700,745
NP_001258791,PNLDC1,531
NP_001258799,SRGAP2B,459
NP_001258804,CUEDC1,386
NP_001258836,SPATA33,140
NP_001258851,SEC11A,185
NP_001258867,MEGF8,2845
NP_001258875,SLIT3,1530
NP_001258880,TPGS2,304
NP_001258963,STXBP2,604
NP_001258975,VWA2,755
NP_001258980,C16orf91,132
NP_001258990,MAGED4,757
NP_001259000,AP1S2,160
NP_001259001,AOC1,770
NP_001259004,USP10,802
NP_001262,CHD2,1828
NP_001263181,WDTC1,677
NP_001263203,TMEM80,283
NP_001263247,PPP1R3E,279
NP_001263248,NOL3,270
NP_001263272,AGAP4,686
NP_001263274,TNNT2,298
NP_001263280,C1orf141,400
NP_001263295,C9orf153,95
NP_001263303,WDR38,315
NP_001263380,DRGX,263
NP_001263616,MT1HL1,61
NP_001263642,ANKDD1B,528
NP_001263982,TRABD2A,505
NP_001264,CHD4,1912
NP_001264004,ZNF541,1346
NP_001264012,POTEJ,1038
NP_001264019,ZNF550,422
NP_001264044,DNAH11,4516
NP_001264055,NLRP12,1062
NP_001264114,SAMD3,544
NP_001264137,P2RY6,429
NP_001264153,TAGLN2,220
NP_001264198,OTOG,2925
NP_001264214,IGSF9B,1437
NP_001264220,ZNF891,544
NP_001264232,POTEB2,544
NP_001264233,POTEB,544
NP_001264236,MAGEB17,336
NP_001264237,GOLGA8O,632
NP_001264242,FMN1,1419
NP_001264252,NPIPA3,350
NP_001264253,NPIPA2,350
NP_001264254,NPIPA5,350
NP_001264260,KRTAP9-6,160
NP_001264261,KRTAP9-7,169
NP_001264262,ANKRD62,917
NP_001264282,MGAT4D,374
NP_001264301,KIAA2012,1181
NP_001264307,C19orf67,358
NP_001264326,RFPL4AL1,287
NP_001264332,ZNF730,503
NP_001264352,TCP11X2,407
NP_001264373,NBPF9,1111
NP_001264693,CIB1,231
NP_001264742,YTHDF3,588
NP_001264793,DHRS4L1,150
NP_001264890,STIM1,791
NP_001264992,SKOR2,1015
NP_001264993,GRM1,1194
NP_001265010,LOC388282,173
NP_001265070,NBPF12,1457
NP_001265106,ZNF33A,832
NP_001265111,EOMES,705
NP_001265126,CDK5RAP3,531
NP_001265135,SLC43A3,504
NP_001265138,NUP153,1506
NP_001265196,NBPF20,5207
NP_001265227,COL6A5,2614
NP_001265251,MOBP,206
NP_001265268,KCNIP1,241
NP_001265299,MPP2,597
NP_001265319,SLC38A1,503
NP_001265321,CEACAM18,374
NP_001265354,PKD1L2,1774
NP_001265358,LILRB4,478
NP_001265387,COBLL1,1233
NP_001265393,DNM1L,749
NP_001265409,SUPT20H,811
NP_001265424,NUTM2B,878
NP_001265430,C1orf195,126
NP_001265436,CTAGE8,777
NP_001265441,AP3B2,1101
NP_001265478,PDK1,456
NP_001265485,ARPC3,178
NP_001265486,WSB2,421
NP_001265488,ZNF316,1004
NP_001265492,COL26A1,441
NP_001265525,ANO2,1003
NP_001265543,UMOD,673
NP_001265559,C9orf43,479
NP_001265562,IRX4,545
NP_001265568,RANBP1,278
NP_001265584,SMIM25,113
NP_001265586,POLDIP3,438
NP_001265598,NFATC1,943
NP_001265612,AMOTL2,837
NP_001265617,ANTXRL,631
NP_001265618,EOGT,527
NP_001265627,POLR2H,175
NP_001265630,SSX2B,223
NP_001265640,NRN1,168
NP_001265642,ZNF705E,300
NP_001265665,CCL5,154
NP_001265724,NPY4R2,375
NP_001265868,ELN,786
NP_001265874,PBK,333
NP_001266,CHGA,457
NP_001267,CHI3L1,383
NP_001267473,DPF3,412
NP_001267487,CPNE6,612
NP_001268,CHKA,457
NP_001268231,GFM2,811
NP_001268232,SPTLC1,513
NP_001268357,DNAI1,703
NP_001268364,MAP2K4,410
NP_001268372,UPK1A,273
NP_001268382,MBD3,291
NP_001268387,SLC35C2,394
NP_001268400,PPIP5K2,1278
NP_001268450,MCM8,880
NP_001268652,BTD,523
NP_001268669,FHOD3,1622
NP_001268676,MLIP,993
NP_001268694,EPHA5,1038
NP_001268862,NCAPG2,1156
NP_001268885,CSMD2,3631
NP_001269,CHUK,745
NP_001269030,YAP1,508
NP_001269058,SSH2,1450
NP_001269065,MEI4,385
NP_001269079,VPS29,214
NP_001269091,CAPZB,301
NP_001269095,SUV39H1,423
NP_001269126,SLC25A14,353
NP_001269154,ADA2,511
NP_001269205,PRAC2,140
NP_001269210,PYCR1,346
NP_001269219,ARHGAP27,889
NP_001269220,ABCB8,735
NP_001269229,SLC35G4,338
NP_001269230,NPAP1L,415
NP_001269239,CATSPER2,534
NP_001269240,FAM3A,244
NP_001269251,RNF212B,300
NP_001269262,TSEN34,315
NP_001269288,ZNF107,852
NP_001269323,WNK2,2297
NP_001269331,MIXL1,240
NP_001269359,LBX2,198
NP_001269360,ARL4C,201
NP_001269371,DPEP2NB,123
NP_001269374,EHD1,548
NP_001269377,TMEM262,116
NP_001269385,GVQW3,254
NP_001269389,LRRC63,587
NP_001269397,GOLGA8M,632
NP_001269398,TSPY10,308
NP_001269400,PRORY,182
NP_001269401,GOLGA8J,632
NP_001269406,TMEM210,147
NP_001269407,PRR23D2,279
NP_001269408,PRR23D1,279
NP_001269413,GOLGA8R,631
NP_001269419,GOLGA8H,632
NP_001269421,ARMH2,230
NP_001269422,GOLGA8K,630
NP_001269423,GOLGA8N,632
NP_001269426,ZNF343,640
NP_001269435,MUC20,709
NP_001269436,NPIPA7,369
NP_001269440,NPIPA8,369
NP_001269444,ZFP37,645
NP_001269453,NPIPB6,425
NP_001269463,KCNK9,374
NP_001269466,FAM243A,251
NP_001269473,CCDC182,153
NP_001269475,STK40,440
NP_001269495,ZCCHC17,263
NP_001269514,MXRA8,450
NP_001269516,H6PD,802
NP_001269526,CTNNA2,953
NP_001269533,PTGES3,164
NP_001269535,TMBIM4,285
NP_001269540,OLFM1,485
NP_001269557,ARSL,614
NP_001269569,SUSD1,757
NP_001269580,SLC35A2,421
NP_001269581,STIP1,590
NP_001269598,DFFB,362
NP_001269599,FAAP20,283
NP_001269603,BEX3,191
NP_001269613,KCTD17,321
NP_001269621,FMO1,536
NP_001269633,PDIA6,492
NP_001269643,FAM107A,175
NP_001269646,STAG3,1226
NP_001269673,SPATS2L,588
NP_001269677,TLE4,805
NP_001269690,CFAP36,367
NP_001269700,ANKMY1,1030
NP_001269727,R3HDM1,1100
NP_001269785,GON4L,2241
NP_001269791,RASGEF1A,489
NP_001269793,SLC2A11,535
NP_001269795,MARCHF8,573
NP_001269800,RHD,493
NP_001269803,SMARCA1,1070
NP_001269808,GGTLC2,252
NP_001269854,ABI2,513
NP_001269862,ZNF341,854
NP_001269900,MTSS1,759
NP_001269925,ZNF133,671
NP_001269938,RTEL1,1300
NP_001269947,NAPB,302
NP_001269951,GMPR2,427
NP_001269964,RTF2,336
NP_001269970,USP25,1125
NP_001269979,ICOSLG,309
NP_001269985,CCDC198,336
NP_001271130,JKAMP,325
NP_001271140,MED6,257
NP_001271152,LRIT2,560
NP_001271169,CCSER2,1047
NP_001271180,GUCD1,296
NP_001271188,KIF20B,1820
NP_001271189,WDR86,482
NP_001271203,HECTD2,780
NP_001271207,PITPNB,273
NP_001271214,INPP5J,1006
NP_001271221,NUTM1,1160
NP_001271237,ADAP1,385
NP_001271262,TLK2,772
NP_001271267,NEDD4,1319
NP_001271270,FKBP9,623
NP_001271271,VKORC1L1,177
NP_001271290,BOLL,339
NP_001271317,NOLC1,709
NP_001271330,TAMM41,337
NP_001271335,TMEM40,249
NP_001271427,SLC43A2,573
NP_001271455,AURKB,345
NP_001271456,ZSCAN32,697
NP_001272,TBCB,244
NP_001272320,RCAN1,277
NP_001272368,RICTOR,1732
NP_001272414,NEURL3,262
NP_001272829,GCOM1,765
NP_001272972,ACADM,454
NP_001272974,RBM7,267
NP_001272979,FAM168A,244
NP_001272996,C11orf54,315
NP_001273003,TAF1,1895
NP_001273015,C11orf98,123
NP_001273028,GPR6,377
NP_001273031,NR2E1,422
NP_001273052,SLC17A2,478
NP_001273053,MARK1,796
NP_001273104,C2CD5,1054
NP_001273113,SLC25A44,322
NP_001273117,SCAF8,1349
NP_001273120,C12orf43,293
NP_001273144,RITA1,293
NP_001273166,SLC2A14,535
NP_001273174,DTX3,350
NP_001273193,MRS2,446
NP_001273196,HMOX2,370
NP_001273201,TPT1,197
NP_001273285,PRM2,140
NP_001273304,ITGAX,1169
NP_001273309,FAM120B,933
NP_001273318,TMEM179,233
NP_001273327,RNF217,542
NP_001273328,C14orf180,177
NP_001273331,CIITA,1131
NP_001273343,TUBGCP4,667
NP_001273345,SUMO3,141
NP_001273370,EXD1,572
NP_001273380,HDDC3,179
NP_001273417,TMEM14B,151
NP_001273424,FAM214A,1083
NP_001273426,PIF1,707
NP_001273429,NAE1,537
NP_001273433,HSPH1,860
NP_001273453,CENPW,103
NP_001273455,BCL7C,242
NP_001273456,ATP2C2,975
NP_001273479,CLPSL2,153
NP_001273483,USP49,688
NP_001273484,DUSP22,205
NP_001273506,C2CD3,2353
NP_001273510,PHRF1,1649
NP_001273535,CRACR2B,399
NP_001273540,REPS1,796
NP_001273542,MICAL1,1086
NP_001273544,ANO4,955
NP_001273560,RBM26,1009
NP_001273562,TRIM40,258
NP_001273575,SLC45A4,808
NP_001273586,TMEM68,324
NP_001273611,AADAT,429
NP_001273633,UFM1,103
NP_001273644,AGTPBP1,1278
NP_001273661,GRTP1,344
NP_001273670,UBL7,420
NP_001273677,MRPS27,428
NP_001273685,ANAPC4,809
NP_001273721,SPATA13,1339
NP_001273737,PRRC1,462
NP_001273740,SPEGNB,238
NP_001273743,TNFAIP8,210
NP_001273748,LETM2,491
NP_001273749,FRG2,279
NP_001273759,RCBTB2,556
NP_001273768,FARP1,1076
NP_001273769,PHF19,599
NP_001273770,OSR2,433
NP_001273928,ST6GALNAC6,374
NP_001273942,GLIPR2,169
NP_001273965,KIAA1958,744
NP_001274,AP1S1,158
NP_001274064,CDK14,469
NP_001274069,TPD52,247
NP_001274168,FAM166B,306
NP_001274179,NPIPB9,432
NP_001274181,CCNI2,385
NP_001274191,BTNL10,208
NP_001274271,PHPT1,127
NP_001274273,BTK,693
NP_001274278,ZNF852,530
NP_001274314,FAM72C,149
NP_001274319,KYAT1,516
NP_001274353,CEBPA,393
NP_001274365,COBL,1271
NP_001274373,DCDC2C,364
NP_001274419,AUNIP,371
NP_001274420,TET3,1795
NP_001274428,IQCE,702
NP_001274512,CDC25C,551
NP_001274524,SLC1A7,619
NP_001274532,ZBTB17,810
NP_001274666,SETSIP,302
NP_001274669,STK32A,407
NP_001274679,FDFT1,476
NP_001274684,DCUN1D4,336
NP_001274687,COL4A6,1707
NP_001274730,TBCE,578
NP_001274753,AFAP1L2,871
NP_001275500,TMEM9,208
NP_001275537,ADAMTSL4,1097
NP_001275544,TTC23,447
NP_001275560,FAM222B,564
NP_001275571,ZNF286A,564
NP_001275582,CLTC,1679
NP_001275631,GGT6,499
NP_001275636,LOC101929372,168
NP_001275638,DBNDD1,278
NP_001275642,NELL1,838
NP_001275655,ELP4,535
NP_001275672,TMEM273,172
NP_001275675,CMTM5,223
NP_001275677,P4HA3,604
NP_001275693,DMPK,655
NP_001275696,ARMC5,1030
NP_001275701,PIK3C2G,1486
NP_001275708,MARCHF10,846
NP_001275710,TTC8,531
NP_001275727,MCRIP1,118
NP_001275729,ZNF585A,769
NP_001275733,HEPACAM2,485
NP_001275750,OLFM3,478
NP_001275879,ASTE1,704
NP_001275880,TTC7A,882
NP_001275891,TRIP10,601
NP_001275897,ACSF2,640
NP_001275909,C18orf54,533
NP_001275914,ABCA8,1621
NP_001275919,TSNAXIP1,712
NP_001275929,TMPRSS6,824
NP_001275961,SERPINA4,464
NP_001275965,CLUL1,518
NP_001275996,HELLS,884
NP_001276,CLCA1,914
NP_001276013,CD300LF,305
NP_001276032,PRKCSH,535
NP_001276046,NMRK2,235
NP_001276052,TUBB4A,495
NP_001276068,C14orf132,114
NP_001276110,ZNF302,443
NP_001276692,DHRS9,379
NP_001276702,MED14OS,135
NP_001276718,GPI,597
NP_001276791,PER3,1210
NP_001276841,TPTEP2-CSNK1E,416
NP_001276851,C22orf34,151
NP_001276862,ZASP,168
NP_001276899,SMIM23,172
NP_001276903,LACTBL1,579
NP_001276907,DPF1,424
NP_001276914,JADE2,850
NP_001276916,FILIP1,1216
NP_001276919,ATP6V0E2,236
NP_001276932,THPO,493
NP_001276953,IL12RB1,702
NP_001276959,ERICH2,436
NP_001276969,ROBO2,1443
NP_001276976,CECR2,1464
NP_001276978,USO1,973
NP_001276982,LINC02801,115
NP_001276985,LOC101927572,135
NP_001276990,SEMA3B,754
NP_001277,CLCN6,869
NP_001277008,NKX1-1,448
NP_001277046,TIMM23B,188
NP_001277116,KRBA1,1064
NP_001277141,TSPAN10,393
NP_001277145,RARB,455
NP_001277152,DOCK1,1886
NP_001277185,KHNYN,719
NP_001277197,RIPOR3,950
NP_001277200,LILRA2,490
NP_001277247,ZNF304,706
NP_001277250,DMXL1,3048
NP_001277256,EFCAB2,172
NP_001277259,LOC100129697,413
NP_001277261,SYT8,402
NP_001277270,CERS3,394
NP_001277622,BECN2,431
NP_001277935,LRRC74B,392
NP_001278,CLCN7,805
NP_001278017,WDR87,2912
NP_001278112,MEPE,556
NP_001278147,ANKRD2,446
NP_001278159,ESR1,597
NP_001278210,FOXO6,559
NP_001278220,MISP3,219
NP_001278232,FAT4,4983
NP_001278233,NDUFA5,182
NP_001278244,PRH1,200
NP_001278253,BAHCC1,2639
NP_001278295,PERM1,790
NP_001278309,PRAMEF13,474
NP_001278310,PRAMEF33,474
NP_001278344,KDM6A,1453
NP_001278357,BAX,221
NP_001278367,OR8G2P,304
NP_001278391,TBC1D3G,549
NP_001278400,CCL4L2,103
NP_001278417,ZNF285,597
NP_001278433,PPP1R2,206
NP_001278445,CCDC187,965
NP_001278456,CT45A10,189
NP_001278464,CT45A8,189
NP_001278469,CT45A9,189
NP_001278472,CT45A7,189
NP_001278478,CDKN1A,198
NP_001278534,ZNF2,438
NP_001278624,KIR2DS2,338
NP_001278631,VNN3,243
NP_001278651,CYFIP2,1278
NP_001278668,CD24,129
NP_001278709,RBM38,271
NP_001278713,GRIFIN,148
NP_001278744,HMCN2,5079
NP_001278760,SRRM3,674
NP_001278761,ERFE,354
NP_001278789,HSPG2,4392
NP_001278796,NHS,1651
NP_001278798,IGF2BP2,605
NP_001278842,LOC389602,298
NP_001278856,NOX4,599
NP_001278880,GUCY1B1,641
NP_001278892,DAP,204
NP_001278910,PTPRK,1462
NP_001278938,EYS,3165
NP_001279,CLIC1,241
NP_001279998,CHN2,543
NP_001280,CLIC2,247
NP_001280012,FER1L5,2057
NP_001280092,NRF1,522
NP_001280096,PANO1,215
NP_001280100,HOTS,151
NP_001280101,LOC102724957,112
NP_001280118,OBP2A,228
NP_001280141,TUBB,464
NP_001280555,MGAM2,2515
NP_001280569,WASHC4,1174
NP_001280654,TAF4B,867
NP_001280727,DUX4,424
NP_001281,LDB2,373
NP_001281262,ATP6V0B,261
NP_001281267,CLK2,499
NP_001281269,ZC3H18,977
NP_001281270,SLC49A3,560
NP_001284,CLNS1A,237
NP_001284368,HGFAC,662
NP_001284477,ZNF131,623
NP_001284478,UPF1,1129
NP_001284479,APELA,54
NP_001284480,TMEM128,165
NP_001284484,MAP2K7,435
NP_001284487,RPA2,278
NP_001284497,ZNF124,351
NP_001284502,TRERF1,1220
NP_001284505,PEA15,151
NP_001284519,CD3EAP,512
NP_001284527,MIER3,555
NP_001284529,HSPBP1,405
NP_001284548,ZFP14,534
NP_001284576,CNKSR1,720
NP_001284579,CD163L1,1463
NP_001284594,TTC39A,613
NP_001284636,CAMSAP2,1489
NP_001284667,TBCA,129
NP_001284671,BTBD10,483
NP_001284689,ETNK2,394
NP_001284694,CETN3,191
NP_001284702,PSG1,428
NP_001285,CLPTM1,669
NP_001286,CCR1,355
NP_001287,ACKR2,384
NP_001287658,COX18,336
NP_001287661,TMC7,758
NP_001287690,TTC29,501
NP_001287692,CYB561A3,263
NP_001287693,TSEN15,175
NP_001287709,SEMA6A,1047
NP_001287710,HELT,242
NP_001287712,PRR16,304
NP_001287714,MTTP,921
NP_001287718,PEX5,660
NP_001287719,HLA-DQB2,264
NP_001287720,KIF3A,726
NP_001287722,EML3,918
NP_001287742,SEC24B,1298
NP_001287750,EIF4B,616
NP_001287758,CIRBP,297
NP_001287765,PLEKHJ1,277
NP_001287771,SLC10A7,358
NP_001287775,TLE2,744
NP_001287778,PIP5K1C,707
NP_001287779,RC3H1,1134
NP_001287783,DCD,121
NP_001287789,DDX46,1032
NP_001287791,MPND,501
NP_001287816,AP1M2,425
NP_001287829,MRPS34,225
NP_001287830,TCEAL4,358
NP_001287831,CD55,444
NP_001287848,HMGA2,147
NP_001287850,PKD2L2,624
NP_001287854,SMIM7,103
NP_001287864,NPSR1,390
NP_001287867,WNT8A,386
NP_001287869,C12orf66,468
NP_001287871,EMSY,1337
NP_001287874,NR2C2AP,167
NP_001287875,GATAD2A,634
NP_001287876,CPSF6,588
NP_001287887,BSDC1,474
NP_001287898,CCDC181,509
NP_001287904,ANKRD42,527
NP_001287908,ZNF567,647
NP_001287909,TMCO6,499
NP_001287916,PTBP2,548
NP_001287922,ZNF570,592
NP_001287939,ALKBH8,667
NP_001287940,CCDC28B,241
NP_001287942,EYA4,645
NP_001287954,TJP1,1861
NP_001287959,GRIK5,981
NP_001287968,C1orf54,132
NP_001287972,CADM1,471
NP_001287985,VASH2,355
NP_001287990,BCL7B,213
NP_001288,CNGB1,1251
NP_001288000,DOK7,608
NP_001288005,AP2S1,158
NP_001288059,POLR2F,158
NP_001288067,VPS39,886
NP_001288097,SHF,441
NP_001288130,TRIB3,385
NP_001288153,CIB2,192
NP_001288160,HMGB3,220
NP_001288171,ARHGDIA,337
NP_001288196,MT1G,62
NP_001288197,INAFM2,153
NP_001288246,TUFT1,409
NP_001288268,CHCHD10,149
NP_001288556,GALNT13,561
NP_001288704,TMEM159,185
NP_001288754,AZIN2,480
NP_001288784,SAP30BP,342
NP_001288789,LPIN3,852
NP_001288790,BOC,1115
NP_001289,CNGA3,694
NP_001289038,ZNF75A,537
NP_001289052,CXCL11,106
NP_001289194,DEFA1B,101
NP_001289277,UMAD1,137
NP_001289300,NBPF10,3795
NP_001289422,CLEC4O,104
NP_001289474,AAMP,435
NP_001289546,ACYP1,129
NP_001289617,APOE,343
NP_001289624,DEFB134,66
NP_001289686,OVOL3,190
NP_001289687,GNLY,172
NP_001289698,PARD3B,1205
NP_001289748,C22orf24,227
NP_001289945,LINC02210-CRHR1,285
NP_001289958,PKP3,812
NP_001289978,MYL12A,177
NP_001289980,KLHL12,606
NP_001289981,MYT1L,1186
NP_001290,CNN1,297
NP_001290024,ISG20L2,353
NP_001290032,TLE1,780
NP_001290043,TUBA1C,519
NP_001290062,TEX29,174
NP_001290175,RASA2,853
NP_001290182,ACAT2,426
NP_001290185,MORC2,1032
NP_001290194,MRPL58,229
NP_001290203,ACLY,1155
NP_001290343,PRSS2,261
NP_001290348,TRIML2,462
NP_001290356,LOC110117498-PIK3R3,507
NP_001290357,PIK3R3,478
NP_001290362,FUBP1,665
NP_001290365,HEXIM2,308
NP_001290376,TXNDC11,985
NP_001290385,POLR3C,547
NP_001290394,TAZ,296
NP_001290430,CNN2,330
NP_001290437,ISX,245
NP_001290441,PDZD4,775
NP_001290472,VBP1,233
NP_001290551,MEIKIN,373
NP_001291,KLF6,283
NP_001291217,RPSA,300
NP_001291260,PPFIA4,1207
NP_001291276,OLFM2,478
NP_001291278,PRKACA,427
NP_001291288,MUC5AC,5654
NP_001291289,CFAP74,1639
NP_001291298,ANKRD60,345
NP_001291317,GOLGA6L2,909
NP_001291348,IQCA1L,818
NP_001291349,SLMAP,828
NP_001291362,LOC101928841,1603
NP_001291367,TMEM132E,1074
NP_001291373,ALAS1,657
