Gene,Transcript,Prot_length
EPHX2,NM_001979,555
EPHX3,NM_001142886,360
EPHX4,NM_173567,362
EPM2A,NM_005670,331
EPM2AIP1,NM_014805,607
EPN1,NM_001130071,662
EPN2,NM_014964,641
EPN3,NM_017957,632
EPO,NM_000799,193
EPOP,NM_001130677,379
EPOR,NM_000121,508
EPPIN,NM_020398,133
EPPIN-WFDC6,NM_001198986,179
EPPK1,NM_031308,5088
EPRS1,NM_004446,1512
EPS15,NM_001981,896
EPS15L1,NM_001258374,910
EPS8,NM_004447,822
EPS8L1,NM_133180,723
EPS8L2,NM_022772,715
EPS8L3,NM_139053,594
EPSTI1,NM_001002264,410
EPX,NM_000502,715
EPYC,NM_004950,322
EQTN,NM_020641,294
ERAL1,NM_005702,437
ERAP1,NM_001349244,948
ERAP2,NM_001130140,960
ERAS,NM_181532,233
ERBB2,NM_004448,1255
ERBB3,NM_001982,1342
ERBB4,NM_005235,1308
ERBIN,NM_001253699,1419
ERC1,NM_178040,1116
ERC2,NM_015576,957
ERCC1,NM_202001,323
ERCC2,NM_000400,760
ERCC3,NM_000122,782
ERCC4,NM_005236,916
ERCC5,NM_000123,1186
ERCC6,NM_000124,1493
ERCC6L,NM_017669,1250
ERCC6L2,NM_020207,1550
ERCC8,NM_000082,396
EREG,NM_001432,169
ERF,NM_006494,548
ERFE,NM_001291832,354
ERG,NM_001136154,486
ERG28,NM_007176,140
ERGIC1,NM_001031711,290
ERGIC2,NM_016570,377
ERGIC3,NM_198398,388
ERH,NM_004450,104
ERI1,NM_153332,349
ERI2,NM_001142725,691
ERI3,NM_024066,337
ERICH1,NM_207332,443
ERICH2,NM_001290030,436
ERICH3,NM_001002912,1530
ERICH4,NM_001130514,130
ERICH5,NM_173549,374
ERICH6,NM_152394,663
ERICH6B,NM_182542,696
ERLEC1,NM_015701,483
ERLIN1,NM_001100626,348
ERLIN2,NM_007175,339
ERMAP,NM_001017922,475
ERMARD,NM_018341,678
ERMN,NM_001009959,297
ERMP1,NM_024896,904
ERN1,NM_001433,977
ERN2,NM_033266,926
ERO1A,NM_014584,468
ERO1B,NM_019891,467
ERP27,NM_152321,273
ERP29,NM_006817,261
ERP44,NM_015051,406
ERRFI1,NM_018948,462
ERV3-1,NM_001007253,604
ERV3-1-ZNF117,NM_001348050,483
ERVFRD-1,NM_207582,538
ERVH48-1,NM_001308491,160
ERVMER34-1,NM_001242690,563
ERVV-1,NM_152473,477
ERVV-2,NM_001191055,535
ESAM,NM_138961,390
ESCO1,NM_052911,840
ESCO2,NM_001017420,601
ESD,NM_001984,282
ESF1,NM_001276380,851
ESM1,NM_007036,184
ESPL1,NM_012291,2120
ESPN,NM_031475,854
ESPNL,NM_194312,1005
ESR1,NM_001291230,597
ESR2,NM_001437,530
ESRP1,NM_017697,681
ESRP2,NM_024939,717
ESRRA,NM_001282450,423
ESRRB,NM_004452,508
ESRRG,NM_001243518,470
ESS2,NM_022719,476
ESX1,NM_153448,406
ESYT1,NM_001184796,1114
ESYT2,NM_020728,845
ESYT3,NM_001322831,886
ETAA1,NM_019002,926
ETF1,NM_004730,437
ETFA,NM_000126,333
ETFB,NM_001014763,346
ETFBKMT,NM_001135863,262
ETFDH,NM_004453,617
ETFRF1,NM_001001660,90
ETHE1,NM_014297,254
ETNK1,NM_018638,363
ETNK2,NM_001297760,394
ETNPPL,NM_031279,499
ETS1,NM_001143820,485
ETS2,NM_001256295,609
ETV1,NM_004956,477
ETV2,NM_014209,342
ETV3,NM_001145312,512
ETV3L,NM_001004341,361
ETV4,NM_001079675,484
ETV5,NM_004454,510
ETV6,NM_001987,452
ETV7,NM_016135,341
EVA1A,NM_001135032,152
EVA1B,NM_001304762,165
EVA1C,NM_058187,441
EVC,NM_153717,992
EVC2,NM_147127,1308
EVI2A,NM_001003927,259
EVI2B,NM_006495,448
EVI5,NM_001350197,826
EVI5L,NM_001159944,805
EVL,NM_016337,418
EVPL,NM_001320747,2055
EVPLL,NM_001145127,301
EVX1,NM_001989,407
EVX2,NM_001080458,476
EWSR1,NM_013986,661
EXD1,NM_001286441,572
EXD2,NM_001193360,621
EXD3,NM_017820,876
EXO1,NM_006027,846
EXO5,NM_001346946,373
EXOC1,NM_001024924,894
EXOC1L,NM_001351574,172
EXOC2,NM_018303,924
EXOC3,NM_007277,745
EXOC3L1,NM_178516,746
EXOC3L2,NM_138568,409
EXOC3L4,NM_001077594,722
EXOC4,NM_021807,974
EXOC5,NM_006544,708
EXOC6,NM_001319194,820
EXOC6B,NM_001321729,815
EXOC7,NM_001145297,735
EXOC8,NM_175876,725
EXOG,NM_005107,368
EXOSC1,NM_016046,195
EXOSC10,NM_001001998,885
EXOSC2,NM_014285,293
EXOSC3,NM_016042,275
EXOSC4,NM_019037,245
EXOSC5,NM_020158,235
EXOSC6,NM_058219,272
EXOSC7,NM_015004,291
EXOSC8,NM_181503,276
EXOSC9,NM_001034194,456
EXPH5,NM_015065,1989
EXT1,NM_000127,746
EXT2,NM_000401,751
EXTL1,NM_004455,676
EXTL2,NM_001261441,338
EXTL3,NM_001440,919
EYA1,NM_000503,592
EYA2,NM_005244,538
EYA3,NM_001990,573
EYA4,NM_001301013,645
EYS,NM_001292009,3165
EZH1,NM_001321079,753
EZH2,NM_004456,751
EZHIP,NM_203407,503
EZR,NM_001111077,586
F10,NM_000504,488
F11,NM_000128,625
F11R,NM_016946,299
F12,NM_000505,615
F13A1,NM_000129,732
F13B,NM_001994,661
F2,NM_000506,622
F2R,NM_001992,425
F2RL1,NM_005242,397
F2RL2,NM_004101,374
F2RL3,NM_003950,385
F3,NM_001993,295
F5,NM_000130,2224
F7,NM_000131,466
F8,NM_000132,2351
F8A1,NM_012151,371
F8A2,NM_001007523,371
F8A3,NM_001007524,371
F9,NM_000133,461
FA2H,NM_024306,372
FAAH,NM_001441,579
FAAH2,NM_174912,532
FAAP100,NM_025161,881
FAAP20,NM_001282670,283
FAAP24,NM_152266,215
FABP1,NM_001443,127
FABP12,NM_001105281,140
FABP2,NM_000134,132
FABP3,NM_001320996,144
FABP4,NM_001442,132
FABP5,NM_001444,135
FABP6,NM_001040442,177
FABP7,NM_001319039,166
FABP9,NM_001080526,132
FADD,NM_003824,208
FADS1,NM_013402,501
FADS2,NM_004265,444
FADS3,NM_021727,445
FADS6,NM_178128,368
FAF1,NM_007051,650
FAF2,NM_014613,445
FAH,NM_000137,419
FAHD1,NM_001018104,248
FAHD2A,NM_016044,314
FAHD2B,NM_001320848,314
FAIM,NM_001033030,213
FAIM2,NM_012306,316
FAM102A,NM_001035254,384
FAM102B,NM_001010883,360
FAM104A,NM_001098832,207
FAM104B,NM_001166699,116
FAM106B,NM_001348161,169
FAM106C,NM_001348162,169
FAM107A,NM_001282714,175
FAM107B,NM_031453,306
FAM110A,NM_001042353,295
FAM110B,NM_147189,370
FAM110C,NM_001077710,321
FAM110D,NM_024869,271
FAM111A,NM_001142519,611
FAM111B,NM_198947,734
FAM114A1,NM_138389,563
FAM114A2,NM_001317993,505
FAM117A,NM_030802,453
FAM117B,NM_173511,589
FAM118A,NM_001349916,371
FAM118B,NM_024556,351
FAM120A,NM_014612,1118
FAM120AOS,NM_198841,256
FAM120B,NM_001286380,933
FAM120C,NM_017848,1096
FAM122A,NM_138333,287
FAM122B,NM_001331088,271
FAM122C,NM_001170779,195
FAM124A,NM_145019,582
FAM124B,NM_001122779,455
FAM126A,NM_032581,521
FAM126B,NM_001321623,586
FAM131A,NM_144635,366
FAM131B,NM_001031690,360
FAM131C,NM_182623,280
FAM133A,NM_001171109,248
FAM133B,NM_152789,247
FAM135A,NM_001330996,1541
FAM135B,NM_015912,1406
FAM136A,NM_001329752,245
FAM13A,NM_014883,1023
FAM13B,NM_016603,915
FAM13C,NM_198215,585
FAM149A,NM_001006655,482
FAM149B1,NM_173348,582
FAM151A,NM_176782,585
FAM151B,NM_205548,276
FAM153A,NM_173663,310
FAM153B,NM_001265615,310
FAM155A,NM_001080396,458
FAM155B,NM_015686,472
FAM160A1,NM_001109977,1040
FAM160A2,NM_032127,986
FAM160B1,NM_020940,765
FAM160B2,NM_022749,743
FAM161A,NM_001201543,716
FAM161B,NM_152445,647
FAM162A,NM_014367,154
FAM162B,NM_001085480,162
FAM163A,NM_001329712,167
FAM163B,NM_001080515,166
FAM166A,NM_001001710,317
FAM166B,NM_001287239,306
FAM166C,NM_001105519,201
FAM167A,NM_053279,214
FAM167B,NM_032648,163
FAM168A,NM_001286050,244
FAM168B,NM_001009993,195
FAM169A,NM_015566,670
FAM169B,NM_182562,192
FAM170A,NM_182761,329
FAM170B,NM_001164484,283
FAM171A1,NM_001010924,890
FAM171A2,NM_198475,826
FAM171B,NM_177454,826
FAM172A,NM_032042,416
FAM174A,NM_198507,190
FAM174B,NM_207446,159
FAM174C,NM_017914,132
FAM177A1,NM_173607,236
FAM177B,NM_001324080,158
FAM178B,NM_001122646,679
FAM180A,NM_205855,173
FAM180B,NM_001164379,183
FAM181A,NM_138344,354
FAM181B,NM_175885,426
FAM183A,NM_001101376,134
FAM184A,NM_024581,1140
FAM184B,NM_015688,1060
FAM185A,NM_001145268,392
FAM186A,NM_001145475,2351
FAM186B,NM_032130,893
FAM187A,NM_001258400,413
FAM187B,NM_152481,369
FAM189A1,NM_015307,539
FAM189A2,NM_001347995,603
FAM189B,NM_006589,668
FAM193A,NM_001256666,1265
FAM193B,NM_001190946,822
FAM199X,NM_207318,388
FAM200A,NM_145111,573
FAM200B,NM_001145191,657
FAM204A,NM_001134672,233
FAM205A,NM_001141917,1335
FAM207A,NM_058190,230
FAM209A,NM_001012971,171
FAM209B,NM_001013646,171
FAM20A,NM_017565,541
FAM20B,NM_001324310,409
FAM20C,NM_020223,584
FAM210A,NM_001098801,272
FAM210B,NM_080821,192
FAM214A,NM_001286495,1083
FAM214B,NM_001317991,538
FAM216A,NM_013300,273
FAM216B,NM_001318932,139
FAM217A,NM_173563,508
FAM217B,NM_001190826,383
FAM218A,NM_153027,157
FAM219A,NM_001184940,185
FAM219B,NM_001321920,198
FAM220A,NM_001037163,259
FAM221A,NM_199136,298
FAM221B,NM_001012446,402
FAM222A,NM_032829,452
FAM222B,NM_001288631,564
FAM227A,NM_001013647,570
FAM227B,NM_152647,508
FAM228A,NM_001040710,206
FAM229A,NM_001167676,127
FAM229B,NM_001033564,80
FAM231BP,NM_001310155,169
FAM234A,NM_001284497,552
FAM234B,NM_020853,622
FAM237A,NM_001102659,181
FAM240A,NM_001195442,83
FAM241A,NM_152400,132
FAM241B,NM_145306,121
FAM243A,NM_001282537,251
FAM24A,NM_001029888,105
FAM24B,NM_001204364,94
FAM25A,NM_001146157,89
FAM25C,NM_001137548,89
FAM25G,NM_001137549,89
FAM32A,NM_014077,112
FAM3A,NM_001282311,244
FAM3B,NM_058186,235
FAM3C,NM_001040020,227
FAM3D,NM_138805,224
FAM43A,NM_153690,423
FAM43B,NM_207334,329
FAM47A,NM_203408,791
FAM47B,NM_152631,645
FAM47C,NM_001013736,1035
FAM47E,NM_001136570,393
FAM47E-STBD1,NM_001242939,351
FAM49A,NM_030797,323
FAM49B,NM_001256763,324
FAM50A,NM_004699,339
FAM50B,NM_012135,325
FAM53A,NM_001013622,398
FAM53B,NM_014661,422
FAM53C,NM_001135647,392
FAM71A,NM_153606,594
FAM71B,NM_130899,605
FAM71C,NM_153364,241
FAM71D,NM_173526,422
FAM71E1,NM_001308429,247
FAM71E2,NM_001145402,922
FAM71F1,NM_032599,344
FAM71F2,NM_001012454,309
FAM72B,NM_001100910,149
FAM72C,NM_001287385,149
FAM72D,NM_001345942,149
FAM76A,NM_001143912,341
FAM76B,NM_144664,339
FAM78A,NM_033387,283
FAM78B,NM_001017961,261
FAM81A,NM_152450,368
FAM81B,NM_152548,452
FAM83A,NM_032899,434
FAM83B,NM_001010872,1011
FAM83C,NM_178468,747
FAM83D,NM_030919,585
FAM83E,NM_017708,478
FAM83F,NM_138435,500
FAM83G,NM_001039999,823
FAM83H,NM_198488,1179
FAM86B1,NM_001083537,296
FAM86B2,NM_001137610,330
FAM86C1,NM_018172,165
FAM89A,NM_198552,184
FAM89B,NM_001098785,189
FAM8A1,NM_016255,413
FAM90A1,NM_001319982,464
FAM91A1,NM_144963,838
FAM92B,NM_198491,304
FAM98A,NM_015475,518
FAM98B,NM_173611,433
FAM98C,NM_174905,349
FAM9A,NM_001171186,332
FAM9B,NM_205849,186
FAM9C,NM_174901,166
FAN1,NM_014967,1017
FANCA,NM_000135,1455
FANCB,NM_001018113,859
FANCC,NM_000136,558
FANCD2,NM_033084,1471
FANCD2OS,NM_001164839,177
FANCE,NM_021922,536
FANCF,NM_022725,374
FANCG,NM_004629,622
FANCI,NM_001113378,1328
FANCL,NM_001114636,380
FANCM,NM_020937,2048
FANK1,NM_001350939,371
FAP,NM_004460,760
FAR1,NM_032228,515
FAR2,NM_001271783,515
FARP1,NM_001286839,1076
FARP2,NM_014808,1054
FARS2,NM_001318872,451
FARSA,NM_004461,508
FARSB,NM_005687,589
FAS,NM_000043,335
FASLG,NM_000639,281
FASN,NM_004104,2511
FASTK,NM_006712,549
FASTKD1,NM_001322046,847
FASTKD2,NM_001136193,710
FASTKD3,NM_024091,662
FASTKD5,NM_021826,764
FAT1,NM_005245,4588
FAT2,NM_001447,4349
FAT3,NM_001008781,4557
FAT4,NM_001291303,4983
FATE1,NM_033085,183
FAU,NM_001997,133
FAXC,NM_032511,409
FAXDC2,NM_032385,333
FBF1,NM_001319193,1148
FBH1,NM_032807,1094
FBL,NM_001436,321
FBLIM1,NM_001024215,374
FBLN1,NM_006486,703
FBLN2,NM_001004019,1231
FBLN5,NM_006329,448
FBLN7,NM_153214,439
FBN1,NM_000138,2871
FBN2,NM_001999,2912
FBN3,NM_001321431,2809
FBP1,NM_000507,338
FBP2,NM_003837,339
FBRS,NM_001105079,980
FBRSL1,NM_001142641,1045
FBXL12,NM_017703,326
FBXL13,NM_145032,735
FBXL14,NM_152441,418
FBXL15,NM_024326,300
FBXL16,NM_153350,479
FBXL17,NM_001163315,701
FBXL18,NM_001321213,801
FBXL19,NM_001099784,694
FBXL2,NM_001349316,454
FBXL20,NM_032875,436
FBXL22,NM_203373,247
FBXL3,NM_012158,428
FBXL4,NM_001278716,621
FBXL5,NM_012161,691
FBXL6,NM_012162,539
FBXL7,NM_012304,491
FBXL8,NM_018378,374
FBXO10,NM_012166,956
FBXO11,NM_001190274,927
FBXO15,NM_001142958,510
FBXO16,NM_172366,292
FBXO17,NM_148169,287
FBXO2,NM_012168,296
FBXO21,NM_033624,628
FBXO22,NM_147188,403
FBXO24,NM_012172,618
FBXO25,NM_183421,367
FBXO27,NM_178820,283
FBXO28,NM_015176,368
FBXO3,NM_012175,471
FBXO30,NM_001348092,745
FBXO31,NM_024735,539
FBXO32,NM_058229,355
FBXO33,NM_203301,555
FBXO34,NM_017943,711
FBXO36,NM_174899,188
FBXO38,NM_030793,1113
FBXO39,NM_153230,442
FBXO4,NM_012176,387
FBXO40,NM_016298,709
FBXO41,NM_001080410,875
FBXO42,NM_018994,717
FBXO43,NM_001029860,708
FBXO44,NM_001330355,256
FBXO45,NM_001105573,286
FBXO46,NM_001080469,603
FBXO47,NM_001008777,452
FBXO48,NM_001024680,155
FBXO5,NM_012177,447
FBXO6,NM_018438,293
FBXO7,NM_012179,522
FBXO8,NM_012180,319
FBXO9,NM_012347,447
FBXW10,NM_001267585,1052
FBXW11,NM_012300,542
FBXW12,NM_207102,464
FBXW2,NM_012164,454
FBXW4,NM_022039,567
FBXW5,NM_018998,566
FBXW7,NM_001349798,707
FBXW8,NM_153348,598
FBXW9,NM_032301,458
FCAMR,NM_001170631,577
FCAR,NM_002000,287
FCER1A,NM_002001,257
FCER1G,NM_004106,86
FCER2,NM_001220500,321
FCF1,NM_015962,198
FCGBP,NM_003890,5405
FCGR1A,NM_000566,374
FCGR1B,NM_001017986,280
FCGR2A,NM_001136219,317
FCGR2B,NM_004001,310
FCGR3A,NM_000569,359
FCGR3B,NM_000570,233
FCGRT,NM_001136019,365
FCHO1,NM_001161357,891
FCHO2,NM_138782,810
FCHSD1,NM_033449,690
FCHSD2,NM_014824,740
FCMR,NM_005449,390
FCN1,NM_002003,326
FCN2,NM_004108,313
FCN3,NM_003665,299
FCRL1,NM_052938,429
FCRL2,NM_030764,508
FCRL3,NM_001320333,742
FCRL4,NM_031282,515
FCRL5,NM_001195388,998
FCRL6,NM_001004310,434
FCRLA,NM_001184866,365
FCRLB,NM_001002901,426
FCSK,NM_145059,1084
FDCSP,NM_152997,85
FDFT1,NM_001287750,476
FDPS,NM_001135821,419
FDX1,NM_004109,184
FDX2,NM_001031734,186
FDXACB1,NM_138378,624
FDXR,NM_001258012,534
FECH,NM_001012515,429
FEM1A,NM_018708,669
FEM1B,NM_015322,627
FEM1C,NM_020177,617
FEN1,NM_004111,380
FER,NM_005246,822
FER1L5,NM_001293083,2057
FER1L6,NM_001039112,1857
FERD3L,NM_152898,166
FERMT1,NM_017671,677
FERMT2,NM_001134999,687
FERMT3,NM_178443,667
FES,NM_002005,822
FETUB,NM_014375,382
FEV,NM_017521,238
FEZ1,NM_005103,392
FEZ2,NM_001042548,380
FEZF1,NM_001024613,475
FEZF2,NM_018008,459
FFAR1,NM_005303,300
FFAR2,NM_005306,330
FFAR3,NM_005304,346
FFAR4,NM_181745,377
FGA,NM_000508,866
FGB,NM_005141,491
FGD1,NM_004463,961
FGD2,NM_173558,655
FGD3,NM_001083536,725
FGD4,NM_001304480,878
FGD5,NM_152536,1462
FGD6,NM_018351,1430
FGF1,NM_000800,155
FGF10,NM_004465,208
FGF11,NM_004112,225
FGF12,NM_021032,243
FGF13,NM_001139500,255
FGF14,NM_175929,252
FGF16,NM_003868,207
FGF17,NM_003867,216
FGF18,NM_003862,207
FGF19,NM_005117,216
FGF2,NM_002006,288
FGF20,NM_019851,211
FGF21,NM_019113,209
FGF22,NM_020637,170
FGF23,NM_020638,251
FGF3,NM_005247,239
FGF4,NM_002007,206
FGF5,NM_004464,268
FGF6,NM_020996,208
FGF7,NM_002009,194
FGF8,NM_033163,244
FGF9,NM_002010,208
FGFBP1,NM_005130,234
FGFBP2,NM_031950,223
FGFBP3,NM_152429,258
FGFR1,NM_001174067,853
FGFR1OP,NM_007045,399
FGFR1OP2,NM_015633,253
FGFR2,NM_022970,822
FGFR3,NM_001163213,808
FGFR4,NM_002011,802
FGFRL1,NM_001004356,504
FGG,NM_021870,453
FGGY,NM_001113411,575
FGL1,NM_004467,312
FGL2,NM_006682,439
FGR,NM_001042729,529
FH,NM_000143,510
FHAD1,NM_052929,1412
FHDC1,NM_033393,1143
FHIT,NM_001166243,147
FHL1,NM_001159702,323
FHL2,NM_001039492,279
FHL3,NM_004468,280
FHL5,NM_001170807,284
FHOD1,NM_001318202,1190
FHOD3,NM_001281740,1622
FIBCD1,NM_001145106,461
FIBIN,NM_203371,211
FIBP,NM_198897,364
FICD,NM_007076,458
FIG4,NM_014845,907
FIGLA,NM_001004311,219
FIGN,NM_018086,759
FIGNL1,NM_001042762,674
FIGNL2,NM_001013690,653
FILIP1,NM_001289987,1216
FILIP1L,NM_182909,1135
FIP1L1,NM_030917,594
FIS1,NM_016068,152
FITM1,NM_203402,292
FITM2,NM_001080472,262
FIZ1,NM_032836,496
FJX1,NM_014344,437
FKBP10,NM_021939,582
FKBP11,NM_016594,201
FKBP14,NM_017946,211
FKBP15,NM_015258,1219
FKBP1A,NM_000801,108
FKBP1B,NM_004116,108
FKBP2,NM_001135208,142
FKBP3,NM_002013,224
FKBP4,NM_002014,459
FKBP5,NM_001145775,457
FKBP6,NM_003602,327
FKBP7,NM_181342,222
FKBP8,NM_012181,413
FKBP9,NM_001284341,623
FKBPL,NM_022110,349
FKRP,NM_001039885,495
FKTN,NM_001079802,461
FLACC1,NM_139163,445
FLAD1,NM_025207,587
FLCN,NM_144997,579
FLG,NM_002016,4061
FLG2,NM_001014342,2391
FLI1,NM_002017,452
FLII,NM_002018,1269
FLJ44635,NM_207422,140
FLJ45513,NM_001242791,130
FLNA,NM_001110556,2647
FLNB,NM_001164317,2633
FLNC,NM_001458,2725
FLOT1,NM_005803,427
FLOT2,NM_001330170,428
FLRT1,NM_013280,674
FLRT2,NM_001346143,660
FLRT3,NM_013281,649
FLT1,NM_002019,1338
FLT3,NM_004119,993
FLT3LG,NM_001204502,235
FLT4,NM_182925,1363
FLVCR1,NM_014053,555
FLVCR2,NM_017791,526
FLYWCH1,NM_001308068,716
FLYWCH2,NM_001142499,140
FMC1,NM_197964,113
FMC1-LUC7L2,NM_001244584,458
FMN1,NM_001277313,1419
FMN2,NM_001305424,1726
FMNL1,NM_005892,1100
FMNL2,NM_052905,1092
FMNL3,NM_175736,1027
FMO1,NM_001282692,536
FMO3,NM_001002294,532
FMO4,NM_002022,558
FMO5,NM_001461,533
FMOD,NM_002023,376
FMR1,NM_002024,632
FMR1NB,NM_152578,255
FN1,NM_212482,2477
FN3K,NM_022158,309
FN3KRP,NM_024619,309
FNBP1,NM_015033,617
FNBP1L,NM_001164473,605
FNBP4,NM_001318339,1019
FNDC1,NM_032532,1894
FNDC10,NM_001242659,226
FNDC11,NM_001319152,318
FNDC3A,NM_001079673,1198
FNDC3B,NM_001135095,1204
FNDC4,NM_022823,234
FNDC5,NM_153756,212
FNDC7,NM_001144937,733
FNDC8,NM_017559,324
FNDC9,NM_001001343,224
FNIP1,NM_133372,1166
FNIP2,NM_001323916,1137
FNTA,NM_002027,379
FNTB,NM_002028,437
FOCAD,NM_017794,1801
FOLH1,NM_004476,750
FOLH1B,NM_153696,442
FOLR1,NM_000802,257
FOLR2,NM_000803,255
FOPNL,NM_001304499,198
FOS,NM_005252,380
FOSB,NM_006732,338
FOSL1,NM_005438,271
FOSL2,NM_005253,326
FOXA1,NM_004496,472
FOXA2,NM_021784,463
FOXA3,NM_004497,350
FOXB1,NM_012182,325
FOXB2,NM_001013735,432
FOXC1,NM_001453,553
FOXC2,NM_005251,501
FOXD2,NM_004474,495
FOXD3,NM_012183,478
FOXD4,NM_207305,439
FOXD4L1,NM_012184,408
FOXD4L3,NM_199135,417
FOXD4L5,NM_001126334,416
FOXD4L6,NM_001085476,417
FOXE1,NM_004473,373
FOXE3,NM_012186,319
FOXF1,NM_001451,379
FOXF2,NM_001452,444
FOXG1,NM_005249,489
FOXH1,NM_003923,365
FOXI1,NM_012188,378
FOXI2,NM_207426,318
FOXJ1,NM_001454,421
FOXJ2,NM_018416,574
FOXJ3,NM_001198850,622
FOXK1,NM_001037165,733
FOXK2,NM_004514,660
FOXL1,NM_005250,345
FOXL2,NM_023067,376
FOXL2NB,NM_001040061,175
FOXM1,NM_202002,801
FOXN1,NM_003593,648
FOXN2,NM_002158,431
FOXN3,NM_001085471,490
FOXN4,NM_213596,517
FOXO1,NM_002015,655
FOXO3,NM_001455,673
FOXO4,NM_005938,505
FOXO6,NM_001291281,559
FOXP1,NM_001244810,693
FOXP2,NM_148898,740
FOXP3,NM_014009,431
FOXP4,NM_001012426,680
FOXQ1,NM_033260,403
FOXR1,NM_181721,292
FOXR2,NM_198451,311
FOXRED1,NM_017547,486
FOXRED2,NM_001102371,684
FOXS1,NM_004118,330
FPGS,NM_004957,587
FPGT,NM_003838,607
FPGT-TNNI3K,NM_001112808,949
FPR1,NM_001193306,350
FPR2,NM_001005738,351
FPR3,NM_002030,353
FRA10AC1,NM_001347712,315
FRAS1,NM_025074,4012
FRAT1,NM_005479,279
FRAT2,NM_012083,233
FREM1,NM_144966,2179
FREM2,NM_207361,3169
FREM3,NM_001168235,2139
FRG1,NM_004477,258
FRG2,NM_001286820,279
FRG2B,NM_001080998,278
FRK,NM_002031,505
FRMD1,NM_024919,549
FRMD3,NM_174938,597
FRMD4A,NM_001318337,1072
FRMD4B,NM_015123,1034
FRMD5,NM_032892,570
FRMD6,NM_001267046,622
FRMD7,NM_194277,714
FRMD8,NM_031904,464
FRMPD1,NM_014907,1578
FRMPD2,NM_001018071,1309
FRMPD3,NM_032428,1810
FRMPD4,NM_014728,1322
FRRS1,NM_001013660,626
FRRS1L,NM_014334,293
FRS2,NM_001042555,508
FRS3,NM_006653,492
FRY,NM_023037,3013
FRYL,NM_015030,3013
FRZB,NM_001463,325
FSBP,NM_001256141,299
FSCB,NM_032135,825
FSCN1,NM_003088,493
FSCN2,NM_001077182,516
FSCN3,NM_020369,498
FSD1,NM_024333,496
FSD1L,NM_001145313,530
FSD2,NM_001007122,749
FSHB,NM_000510,129
FSHR,NM_000145,695
FSIP1,NM_001324338,581
FSIP2,NM_173651,6907
FST,NM_013409,344
FSTL1,NM_007085,308
FSTL3,NM_005860,263
FSTL4,NM_015082,842
FSTL5,NM_020116,847
FTCD,NM_001320412,572
FTCD-AS1,NM_001350598,160
FTCDNL1,NM_001350853,147
FTH1,NM_002032,183
FTHL17,NM_031894,183
FTHL18,NM_001271682,221
FTL,NM_000146,175
FTMT,NM_177478,242
FTO,NM_001080432,505
FTSJ1,NM_012280,329
FTSJ3,NM_017647,847
FUBP1,NM_001303433,665
FUBP3,NM_003934,572
FUCA1,NM_000147,466
FUCA2,NM_032020,467
FUNDC1,NM_173794,155
FUNDC2,NM_023934,189
FUOM,NM_001098483,154
FURIN,NM_001289823,794
FUS,NM_004960,526
FUT1,NM_000148,365
FUT10,NM_032664,479
FUT11,NM_173540,492
FUT2,NM_000511,343
FUT3,NM_000149,361
FUT4,NM_002033,530
FUT5,NM_002034,374
FUT6,NM_000150,359
FUT7,NM_004479,342
FUT8,NM_178155,575
FUT9,NM_006581,359
FUZ,NM_025129,418
FXN,NM_000144,210
FXR1,NM_005087,621
FXR2,NM_004860,673
FXYD1,NM_001278717,92
FXYD2,NM_001680,66
FXYD3,NM_001136007,144
FXYD4,NM_001184963,89
FXYD5,NM_001320912,194
FXYD6,NM_001164831,95
FXYD6-FXYD2,NM_001204268,144
FXYD7,NM_022006,80
FYB1,NM_001243093,839
FYB2,NM_001004303,728
FYCO1,NM_024513,1478
FYN,NM_002037,537
FYTTD1,NM_032288,318
FZD1,NM_003505,647
FZD10,NM_007197,581
FZD2,NM_001466,565
FZD3,NM_017412,666
FZD4,NM_012193,537
FZD5,NM_003468,585
FZD6,NM_001164615,706
FZD7,NM_003507,574
FZD8,NM_031866,694
FZD9,NM_003508,591
FZR1,NM_001136198,496
G0S2,NM_015714,103
G2E3,NM_017769,706
G3BP1,NM_005754,466
G3BP2,NM_012297,482
G6PC,NM_000151,357
G6PC2,NM_021176,355
G6PC3,NM_138387,346
G6PD,NM_000402,545
GAA,NM_000152,952
GAB1,NM_207123,724
GAB2,NM_080491,676
GAB3,NM_001081573,587
GAB4,NM_001037814,574
GABARAP,NM_007278,117
GABARAPL1,NM_031412,117
GABARAPL2,NM_007285,117
GABBR1,NM_001470,961
GABBR2,NM_005458,941
GABPA,NM_001197297,454
GABPB1,NM_001320910,395
GABPB2,NM_001323910,464
GABRA1,NM_000806,456
GABRA2,NM_001330690,511
GABRA3,NM_000808,492
GABRA4,NM_000809,554
GABRA5,NM_000810,462
GABRA6,NM_000811,453
GABRB1,NM_000812,474
GABRB2,NM_021911,512
GABRB3,NM_000814,473
GABRD,NM_000815,452
GABRE,NM_004961,506
GABRG1,NM_173536,465
GABRG2,NM_198903,515
GABRG3,NM_033223,467
GABRP,NM_014211,440
GABRQ,NM_018558,632
GABRR1,NM_002042,479
GABRR2,NM_002043,465
GAD1,NM_000817,594
GAD2,NM_000818,585
GADD45A,NM_001924,165
GADD45B,NM_015675,160
GADD45G,NM_006705,159
GADD45GIP1,NM_052850,222
GADL1,NM_207359,521
GAGE1,NM_001040663,117
GAGE10,NM_001098413,116
GAGE12J,NM_001098406,117
GAGE2A,NM_001127212,116
GAGE2B,NM_001098411,116
